"https://drive.google.com/drive/folders/1azGeDDEL5DgmIMa9Cwk-9TI0sdgq3ofB?usp=drive_link","Tipo","Provincia","Localidad","Barrio","Domicilio","Cód. Postal","Cuit","Telefono","Ap.Vacuna","Ap.Vacuna Menor"
"Farmacia Baleani","Farmacia","Santa Fe","Casilda","Casilda","DANTE ALIGHIERI 2202","2170","20-23737317-1","","Si","No"
"Farmacia Bianucci","Farmacia","Santa Fe","Casilda","Casilda","Hipólito Yrigoyen 1701, Casilda, Provincia de Santa Fe, Argentina","2170","20-22908203-6","","No","No"
"Farmacia Ferrari","Farmacia","Santa Fe","Casilda","Casilda","BUENOS AIRES 3702","2170","27-31099581-4","","No","No"
"Farmacia Fueyo","Farmacia","Santa Fe","Casilda","Casilda","España 2199","2170","27-31973331-6","","No","No"
"Farmacia Gonzalez","Farmacia","Santa Fe","Casilda","Casilda","OVIDIO LAGOS 1848","2170","27-20172864-4","","No","No"
"Farmacia Lamazon","Farmacia","Santa Fe","Casilda","Casilda","1 DE MAYO 1513 ","2170","27-35019120-3","","No","No"
"Farmacia Marelli","Farmacia","Santa Fe","Casilda","Casilda","1 de Mayo 2490","2170","27-31498742-5","","No","No"
"Farmacia Maria Jimena Pressiani","Farmacia","Santa Fe","Casilda","Casilda","Garibaldi 2352","2170","27-30624035-3","","No","No"
"Farmacia Pierabella","Farmacia","Santa Fe","Casilda","Casilda","OVIDIO LAGOS 1101","2170","20-18107921-6","","No","No"
"Farmacia Rivadavia","Farmacia","Santa Fe","Casilda","Casilda","Rivadavia 2125, Casilda, Provincia de Santa Fe, Argentina","2170","27-20269183-3","","No","No"
"Farmacia Sampaoli","Farmacia","Santa Fe","Casilda","Casilda","Buenos Aires 3071","2000","27-25859949-2","","Si","No"
"Farmacia Vaudano","Farmacia","Santa Fe","Casilda","Casilda","MITRE 2599","2170","27-24833794-5","","No","No"
"Farmacia Vazquez","Farmacia","Santa Fe","Casilda","Casilda","VICENTE LOPEZ 2457","2170","27-20706623-6","","Si","No"
"Federada Casilda","Farmacia","Santa Fe","Casilda","Casilda","1ero De Mayo 2820","2170","30-54159260-8","","Si","Si"
"Ferrucci","Farmacia","Santa Fe","Casilda","Casilda","Blvd. Lisandro De La Torre 2859","2170","27-29216211-7","","No","No"
"Maroni","Farmacia","Santa Fe","Casilda","Casilda","BUENOS AIRES 3335","2170","23-13695058-4","","Si","No"
"Marsili","Farmacia","Santa Fe","Casilda","Casilda","LISANDRO DE LA TORRE 1305","2170","27-12143554-9","","No","No"
"Milan","Farmacia","Santa Fe","Casilda","Casilda","BOULEVARD VILLADA 2041","2170","20-16815524-8","","No","No"
"Oviedo","Farmacia","Santa Fe","Casilda","Casilda","Dante Alighieri 1405,","2170","27-33865819-8","","Si","Si"
"Farmacia Albertinazzi ","Farmacia","Santa Fe","Ceres","Ceres","AVENIDA DE MAYO 267 ","2340","20-29149492-8","","Si","Si"
"De La Plaza Chabas","Farmacia","Santa Fe","Chabas","Chabas","Gral. Roca 1669","2173","20-21689037-0","","No","No"
"Del Grecco","Farmacia","Santa Fe","Chabas","Chabas","BME MITRE 1583","2173","27-31169492-3","","Si","No"
"Farmacia Bianchini","Farmacia","Santa Fe","Chabas","Chabas","LAVALLE 1457","2173","27-30677957-0","","No","No"
"Farmacia Busilacchi","Farmacia","Santa Fe","Chabas","Chabas","MORENO 1639, ENTRE MITRE Y PELLEGRINI","2173","27-17373021-2","","Si","No"
"Farmacia Cotognini","Farmacia","Santa Fe","Chabas","Chabas","Moreno 1865","2173","23-30022920-4","","Si","No"
"Pacini","Farmacia","Santa Fe","Chabas","Chabas","Balcarce 1744","2173","27-22477675-1","","No","No"
"Lopez De Maturana","Farmacia","Santa Fe","Chañar Ladeado","Chañar Ladeado","Santa Fe 564","2143","27-30996009-8","","No","No"
"Sociedad Italiana De Socorros Mutuos Victor Manuel Iii","Farmacia","Santa Fe","Chañar Ladeado","Chañar Ladeado","Italia 554","2643","30-63495243-4","","Si","Si"
"Flores Defagot","Farmacia","Santa Fe","Colastine","Colastine","MonseñOr Mario Mendoza 5980","3001","27-34580885-5","","No","No"
"Derico","Farmacia","Santa Fe","Coronel Bogado","Coronel Bogado","Moreno 571","2103","20-17958018-8","","No","No"
"Farmacia Mazzone","Farmacia","Santa Fe","Correa","Correa","9 De Julio 1181","2506","27-23476601-0","","No","No"
"Fanessi","Farmacia","Santa Fe","De La Vera Cruz ","De La Vera Cruz ","1º De Mayo 2899","3000","27-14232649-9","","Si","Si"
"Allassia","Farmacia","Santa Fe","Diaz","Diaz","Av. Sta. Fé 584, Diaz, Santa Fe","2222","23-32218773-4","","No","No"
"Magnano Maria Paula (Carle)","Farmacia","Santa Fe","El Trebol","El Trebol","Bv. América 1043, El Trebol, Provincia de Santa Fe, Argentina","2535","27-35291987-5","","No","No"
"Morelli","Farmacia","Santa Fe","El Trebol","El Trebol","Italia 882","2535","20-29214465-3","","Si","Si"
"Althaus","Farmacia","Santa Fe","Esperanza","Esperanza","Sarmiento 2780","3080","27-16034522-0","","No","No"
"Bar","Farmacia","Santa Fe","Esperanza","Esperanza","Castelli 1028","3080","20-37329821-3","","Si","No"
"Farmacia Barrios","Farmacia","Santa Fe","Esperanza","Esperanza","Simón de Iriondo 3043, Esperanza, Santa Fe, Argentina","3080","20-16345984-2","","No","No"
"Farmacia Fuentes ","Farmacia","Santa Fe","Esperanza","Esperanza","Moreno 742","3080","27-20692556-1","","No","No"
"Longoni","Farmacia","Santa Fe","Esperanza","Esperanza","Saavedra 1806, Esperanza, Santa Fe, Argentina","3080","20-21641489-7","","No","No"
"Saugy","Farmacia","Santa Fe","Esperanza","Esperanza","Av. Los Colonizadores 9","3080","23-22144446-9","","No","No"
"Farmacia Carassai","Farmacia","Santa Fe","Fighiera","Fighiera","Pueyrredón 1070","2126","27-13428777-8","","No","No"
"Farmacia Cresta ","Farmacia","Santa Fe","Fighiera","Fighiera","Moreno 803","2126","27-21843889-5","","No","No"
"Farmacia Del Pueblo","Farmacia","Santa Fe","Fighiera","Fighiera","SAN MARTIN 1125","2126","27-21421614-6","","Si","Si"
"Farmacia Marcucci","Farmacia","Santa Fe","Fighiera","Fighiera","SAN MARTIN 671","2126","27-21843891-7","","No","No"
"Arlotti","Farmacia","Santa Fe","Firmat","Firmat","Juan B. Alberdi 878","2630","27-30533484-2","","No","No"
"Farmacia Acerbi","Farmacia","Santa Fe","Firmat","Firmat","San Martin 1380","2680","27-33596554-5","","Si","No"
"Farmacia Agostinelli","Farmacia","Santa Fe","Firmat","Firmat","SANTA FE AVDA. 1607","2630","27-22481086-0","","No","No"
"Farmacia Bianco Firmat","Farmacia","Santa Fe","Firmat","Firmat","lisandro de la Torre 1695","2630","27-34387147-9","","No","No"
"Farmacia Bucci","Farmacia","Santa Fe","Firmat","Firmat","Carlos Casado 1315","2630","27-17885075-5","","Si","No"
"Farmacia Camillozzi","Farmacia","Santa Fe","Firmat","Firmat","Avenida Santa Fe 891","2630","27-31386746-9","","Si","No"
"Farmacia Cichetti","Farmacia","Santa Fe","Firmat","Firmat","CARLOS CASADO 846","2630","23-24211989-4","","No","No"
"Farmacia Rossi","Farmacia","Santa Fe","Firmat","Firmat","Bv. SolíS 1411","2630","20-20181302-7","","Si","No"
"Orso","Farmacia","Santa Fe","Firmat","Firmat","Avenida Santa Fe 1299, Firmat, Provincia de Santa Fe, Argentina","2630","20-12579396-8","","Si","Si"
"Reali","Farmacia","Santa Fe","Firmat","Firmat","SANTA FE AVDA. 1199","2630","27-20513328-9","","No","No"
"Trucco","Farmacia","Santa Fe","Firmat","Firmat","Libertad 1680","2630","20-17454735-2","","Si","Si"
"Farmacia Ortiz","Farmacia","Santa Fe","Fray Luis Beltram","Fray Luis Beltram","Dr. Arturo Illia 21","","20-16646057-4","","No","No"
"Farmacia Sbrascini ","Farmacia","Santa Fe","Fray Luis Beltran","Fray Luis Beltran","Sarmiento 1321","2156","23-33425677-4","","No","No"
"Bucci","Farmacia","Santa Fe","Fuentes","Fuentes","Bulevar Independencia 542, Fuentes, Provincia de Santa Fe, Argentina","2123","20-29913535-8","","No","No"
"Areco","Farmacia","Santa Fe","Funes","Funes","Av. Fuerza Aerea 2284, S2132 Funes, Santa Fe","2132","27-26089397-7","","No","No"
"Balducchi","Farmacia","Santa Fe","Funes","Funes","Buenos Aires 1654","2132","27-34398931-3","","No","No"
"Camusso","Farmacia","Santa Fe","Funes","Funes","Galindo 3460 Local B","2132","20-23495795-4","","Si","No"
"Cretton","Farmacia","Santa Fe","Funes","Funes","El Talero 3005","2132","27-36311987-0","","Si","No"
"Crosta","Farmacia","Santa Fe","Funes","Funes","Vélez Sarsfield 676","2132","27-13720173-4","","Si","Si"
"Farmacia Bertolotti","Farmacia","Santa Fe","Funes","Funes","Independencia 1911,35jr+2r Funes, Santa Fe, Argentina .   ","2132","20-25799355-9","","Si","Si"
"Farmacia Funes City","Farmacia","Santa Fe","Funes","Funes","Tucumán 59","2132","23-33873952-4","","Si","No"
"Farmacia Lascurain","Farmacia","Santa Fe","Funes","Funes","SAN JOSE 1519","2132","27-23808901-3","","No","No"
"Farmacia Perez Herrera ","Farmacia","Santa Fe","Funes","Funes","CORDOBA 2576 LOCAL 2","2132","30-71586228-6","","Si","No"
"Farmacia Sabin","Farmacia","Santa Fe","Funes","Funes","Av. Fuerza Aerea 1990, S2132GNN Funes, Santa Fe","2132","27-22732451-7","","Si","Si"
"Farmacia Vazquez","Farmacia","Santa Fe","Funes","Funes","ELORZA 1551","2132","27-10309483-1","","No","No"
"Grime","Farmacia","Santa Fe","Funes","Funes","Av. Fuerza Aerea 3169","2132","27-23612194-7","","Si","No"
"Marchetti","Farmacia","Santa Fe","Funes","Funes","Avenida Santa Fe 1631, Funes, Provincia de Santa Fe, Argentina","4600","27-02383502-4","","No","No"
"Vacunatorio Instituto Medico Funes","Vacunatorio","Santa Fe","Funes","Funes","Córdoba 2415","2132","33-71720166-9","","Si","Si"
"Farmacia Meynet","Farmacia","Santa Fe","Galves","Galves","MITRE 1124","2252","27-22283500-9","","No","No"
"Ribell","Farmacia","Santa Fe","Galves","Galves","Av. 20 De Junio 1201","2252","27-37814575-4","","Si","Si"
"Farmacia Ramirez","Farmacia","Santa Fe","Galvez","Galvez","Av. San Martín 2608, S2124 Villa Gdor. Galvez, Santa Fe, Argentina","2124","27-32331706-8","","No","No"
"Righi","Farmacia","Santa Fe","Galvez","Galvez","Sarmiento 820","2252","27-36738030-1","","Si","No"
"Giadans","Farmacia","Santa Fe","Gobernador Baigorria","Gobernador Baigorria","Catamarca 671, S2152 Granadero Baigorria, Santa Fe","2152","23-16770793-9","","No","No"
"Puigpinos","Farmacia","Santa Fe","Gobernador Crespo","Gobernador Crespo","Moreno 601","3044","27-35770729-9","","No","No"
"Trombert","Farmacia","Santa Fe","Gobernador Crespo","Gobernador Crespo","Av. San Martin 204","3044","27-32619893-0","","No","No"
"Farmacia Mutual Club Social Y Deportivo Godeken","Farmacia","Santa Fe","Godeken","Godeken","Calle 13 Nº 905","2639","30-60491596-8","","Si","No"
"Begnis","Farmacia","Santa Fe","Granadero Baigorria","Granadero Baigorria","Silvestre Begnis 519","","23-24953653-9","","Si","Si"
"Farmacia Bianchi","Farmacia","Santa Fe","Granadero Baigorria","Granadero Baigorria","Avenida San Martín 1217, Granadero Baigorria, Provincia de Santa Fe, Argentina","2152","20-21035682-8","","Si","No"
"Farmacia Cosimo","Farmacia","Santa Fe","Granadero Baigorria","Granadero Baigorria","J.M. Estrada 222","2152","27-33446474-7","","Si","Si"
"Farmacia Marconi Karpyszyn","Farmacia","Santa Fe","Granadero Baigorria","Granadero Baigorria","Los Aromos 76, Granadero Baigorria, Provincia de Santa Fe, Argentina","2152","20-17803655-7","","Si","No"
"Farmacia Miniello","Farmacia","Santa Fe","Granadero Baigorria","Granadero Baigorria","Av. San Martín 990","2152","27-17523037-3","","Si","Si"
"Mutual Personal John Deere Argentina","Farmacia","Santa Fe","Granadero Baigorria","Granadero Baigorria","J. C. Orsetti 506","2152","30-51774736-6","","No","No"
"Perretta","Farmacia","Santa Fe","Granadero Baigorria","Granadero Baigorria","Av. San Martin 3157","2152","23-23964424-4","","Si","Si"
"Fedyszyn","Farmacia","Santa Fe","Ibarlucea","Ibarlucea","San Martín 1032, Ibarlucea, Provincia de Santa Fe, Argentina","2142","27-13174861-8","","No","No"
"Cuello","Farmacia","Santa Fe","Laguna Paiva","Laguna Paiva","República De Italia 2496","3020","27-12461815-6","","No","No"
"Farmacia Veltri","Farmacia","Santa Fe","Laguna Paiva","Laguna Paiva","Avenida San Martín 1231","3020","27-24876922-5","","No","No"
"Farmacia Zuazquita","Farmacia","Santa Fe","Laguna Paiva","Laguna Paiva","Avenida San Martín 1129","3020","20-27205152-7","","Si","No"
"Baratti","Farmacia","Santa Fe","Las Parejas","Las Parejas","Ruta Nacional 178, S2505 Las Parejas, Santa Fe, Argentina","2505","27-36303219-8","","No","No"
"Bassanese","Farmacia","Santa Fe","Las Parejas","Las Parejas","C. 21 N 1242","2505","27-32795641-3","","No","No"
"Biamonte (Farmacia Biamonte)","Farmacia","Santa Fe","Las Parejas","Las Parejas","AVENIDA 21 N 686","2505","27-20279002-5","","No","No"
"Farmacia De La Asoc. Mutual Del Sportivo A.c.","Farmacia","Santa Fe","Las Parejas","Las Parejas","Calle 24 N 940","2505","30-63148093-0","","Si","Si"
"Komorovski Alejandro","Farmacia","Santa Fe","Las Parejas","Las Parejas","Calle 25 Numero 774","2505","20-38289297-7","","No","No"
"Farmacia Gallucci","Farmacia","Santa Fe","Las Rosas","Las Rosas","PASO DE LOS ANDES 702","2520","20-20744116-4","","Si","Si"
"Farmacia Mutual Federada (las Rosas)","Farmacia","Santa Fe","Las Rosas","Las Rosas","Italia 745, Las Rosas, Provincia de Santa Fe, Argentina","2520","30-54159260-8","","No","No"
"Ponzio","Farmacia","Santa Fe","Las Rosas","Las Rosas","Tucumán 101","2520","27-13489453-4 ","","Si","Si"
"Farmacia Gerbaudo","Farmacia","Santa Fe","Los Molinos","Los Molinos","BV. NTRA. SRA. DEL ROSARIO 619","2181","27-28990292-4","","No","No"
"Farmacia Castellano","Farmacia","Santa Fe","Maria Juana","Maria Juana","9 De Julio 266","2445","27-33654938-3","","No","No"
"Farmacia Dalmasso","Farmacia","Santa Fe","Maria Juana","Maria Juana","Doctor A. Giraldez 444, María Juana, Provincia de Santa Fe, Argentina","2445","27-27502675-7","","No","No"
"Plagiero","Farmacia","Santa Fe","Maria Juana","Maria Juana","Sarmiento, María Juana, Santa Fe, Argentina","2445","20-18471963-1","","No","No"
"Goyechea","Farmacia","Santa Fe","Maria Teresa","Maria Teresa","San Martín 356, Rosario, Santa Fe, Argentina","2609","20-18598949-7","","No","No"
"Accattoli","Farmacia","Santa Fe","Maximo Paz","Maximo Paz","Los Granaderos 710, S2115 Maximo Paz, Santa Fe","2115","27-26391412-6","","No","No"
"Farmacia Ruggeri","Farmacia","Santa Fe","Montes De Oca","Montes De Oca","Mendoza 641","2521","20-28938754-5","","Si","Si"
"Farmacia Castelli","Farmacia","Santa Fe","Murphy","Murphy","Güemes 166, Murphy, Provincia de Santa Fe, Argentina","2601","27-26731988-5","","No","No"
"Farmacia Kurth","Farmacia","Santa Fe","Murphy","Murphy","San Martín 411, Murphy, Provincia de Santa Fe, Argentina","2601","27-25116370-2","","No","No"
"Dardati","Farmacia","Santa Fe","Nuevo Torino","Nuevo Torino","Eusebio Marcilla 127","3087","23-39123667-4","","Si","Si"
"Farmacia Paciaroni","Farmacia","Santa Fe","Pavon Arriba","Pavon Arriba","Buenos Aires 1081","2920","27-16627999-8","","Si","Si"
"Farmacenter","Farmacia","Santa Fe","Perez","Perez","J. Medrano 1808","2121","27-17744066-9","","Si","Si"
"Farmacia Gualtieri","Farmacia","Santa Fe","Perez","Perez","Av 9 De Julio 1403, Perez, Santa Fé","2121","27-24791842-1","","No","No"
"Cialoni Araceli (Farmacia Cialoni)","Farmacia","Santa Fe","Peyrano","Peyrano","Santa Fe 728, Peyrano, Provincia de Santa Fe, Argentina","2113","27-30985234-1","","No","No"
"Farmacia Carino","Farmacia","Santa Fe","Peyrano","Peyrano","Avenida Centenario 920, Peyrano, Provincia de Santa Fe, Argentina","2113","27-24019205-0","","Si","No"
"Farmacia Sanchez","Farmacia","Santa Fe","Pueblo Esther","Pueblo Esther","Córdoba 1994, Pueblo Esther, Provincia de Santa Fe, Argentina","2126","27-23973736-1","","No","No"
"Filippini","Farmacia","Santa Fe","Pueblo Esther","Pueblo Esther","J.D.Perón 1848","2129","27-22932699-1","","Si","Si"
"Mollo","Farmacia","Santa Fe","Pueblo Esther","Pueblo Esther","Alberdi 2015","2126","20-18484126-7","","Si","Si"
"Farmacia Leszkiewicz ","Farmacia","Santa Fe","Puerto General San Martin","Puerto General San Martin","BUENOS AIRES 1018","2202","27-31187079-9","","Si","No"
"Rodriguez","Farmacia","Santa Fe","Pujato","Pujato","Jorge R. Rodriguez 943","2122","27-14904755-2","","No","No"
"Farmacia Fiori","Farmacia","Santa Fe","Pujato","Pujato","J. R. RODRIGUEZ 567","2122","27-12390607-7","","No","No"
"Farmacia Pennacchioni","Farmacia","Santa Fe","Pujato","Pujato","JORGE RAUL RODRIGUEZ 1199","2122","20-18533676-0","","No","No"
"Marozzi","Farmacia","Santa Fe","Pujato","Pujato","BOULEVARD CRISTOBAL COLON 928","2122","23-22210344-4","","No","No"
"Blatter","Farmacia","Santa Fe","Rafaela","Rafaela","AVENIDA SANTA FE 1460","2300","20-20148923-8","","Si","Si"
"Cecchi","Farmacia","Santa Fe","Rafaela","Rafaela","Bv. Lehmann 747","2300","27-18396717-2","","No","No"
"Corach","Farmacia","Santa Fe","Rafaela","Rafaela","Bv. Sta. Fe 417, S2300 Rafaela, Santa Fe","2300","23-17514860-4","","No","No"
"Cornatosky","Farmacia","Santa Fe","Rafaela","Rafaela","Fernando Fader 567, S2300 Rafaela, Santa Fe","2300","27-36148066-5","","No","No"
"Delbino","Farmacia","Santa Fe","Rafaela","Rafaela","GENERAL BARTOLOME MITRE AVDA. 1148","2300","27-13548877-7","","No","No"
"Elsener","Farmacia","Santa Fe","Rafaela","Rafaela","H. Vieytes 169","2300","27-34935257-0","","No","No"
"Farmacia Abrate","Farmacia","Santa Fe","Rafaela","Rafaela","Av. Luis Fanti 102","2300","23-27891103-9","","No","No"
"Farmacia Bernini","Farmacia","Santa Fe","Rafaela","Rafaela","AV LUIS FANTI 1510","2300","27-22205245-4","","No","No"
"Farmacia Caballero","Farmacia","Santa Fe","Rafaela","Rafaela","Sacripanti 1740, S2300 Rafaela, Santa Fe","2300","23-39500837-4","","No","No"
"Farmacia D´Agostino","Farmacia","Santa Fe","Rafaela","Santa Fe","Jorge Newbery 328, Reconquista,santa Fe, Rafaela","2300","27-37409139-0","","Si","Si"
"Farmacia Dardati","Farmacia","Santa Fe","Rafaela","Rafaela","LAVALLE 64","2300","23-20667111-4","","No","No"
"Farmacia Ingaramo","Farmacia","Santa Fe","Rafaela","Rafaela","Bv. Presidente Julio A. Roca 197, S2300gbi Rafaela, Santa Fe, Argentina","2300","20-10636194-1","","No","No"
"Farmacia Longoni","Farmacia","Santa Fe","Rafaela","Rafaela","Sarmiento 190","2300","27-32503061-0","","No","No"
"Farmacia Mainero","Farmacia","Santa Fe","Rafaela","Rafaela","Av. Suipacha 413","2300","23-42700388-4","","No","No"
"Farmacia Moreno","Farmacia","Santa Fe","Rafaela","Rafaela","Moreno 202, Rafaela, Provincia de Santa Fe, Argentina","2300","20-29312602-0","","No","No"
"Farmacia Sello","Farmacia","Santa Fe","Rafaela","Rafaela","Roca 653","2300","27-17850786-4","","Si","Si"
"Farmacia Walter","Farmacia","Santa Fe","Rafaela","Rafaela","SARMIENTO 110","2300","20-20148907-6","","Si","No"
"Grimaldi","Farmacia","Santa Fe","Rafaela","Rafaela","FALUCHO 30","2300","23-22065130-4","","Si","No"
"Guemberena","Farmacia","Santa Fe","Rafaela","Rafaela","BV LEHMANN 1342","2300","27-36421651-9","","Si","No"
"Leiggener","Farmacia","Santa Fe","Rafaela","Rafaela","Dpi, Av. Italia 1857","2300","20-32060089-9","","Si","Si"
"Morbidoni","Farmacia","Santa Fe","Rafaela","Rafaela","DR ERNESTO B SALVA 34","2300","20-18407093-7","","Si","Si"
"Serra","Farmacia","Santa Fe","Rafaela","Rafaela","Falucho 1403","2300","27-18488252-9","","No","No"
"Tessio","Farmacia","Santa Fe","Rafaela","Rafaela","Aconcagua 602 Aconcagua","2300","27-39500781-0","","No","No"
"Farmacia Vizcay","Farmacia","Santa Fe","Reconquista","Reconquista","25 De Mayo 1088, S3560 Reconquista, Santa Fe, Argentina","3560","27-24194645-8","","Si","Si"
"Farmalife Dulac","Farmacia","Santa Fe","Reconquista","Reconquista","PATRICIO DIEZ 1094","3560","20-22540124-2","","No","No"
"Yukich","Farmacia","Santa Fe","Recreo","Recreo","España 996, S3018 Recreo, Santa Fe, Argentina","3018","27-35083425-2","","Si","Si"
