https://drive.google.com/drive/folders/1azGeDDEL5DgmIMa9Cwk-9TI0sdgq3ofB?usp=drive_link,Tipo,Provincia,Localidad,Barrio,Domicilio,Cód. Postal,Cuit,Telefono,Ap.Vacuna,Ap.Vacuna Menor
Vacunatorio Stamboulian - Microcentro,Vacunatorio,Capital Federal,Capital Federal,MICROCENTRO,25 de Mayo 464,1002,30-64178361-3,(011) 2206-6000,Si,No
Vacunatorio Stamboulian - Villa Urquiza,Vacunatorio,Capital Federal,Capital Federal,VILLA URQUIZA,Av. Olazábal 5670,1431,30-64178361-3,(011) 2206-6000,Si,No
Vacunatorio Stamboulian - Villa Crespo,Vacunatorio,Capital Federal,Capital Federal,VILLA CRESPO,Raúl Scalabrini Ortiz 696,1414,30-64178361-3,(011) 2206-6000,Si,No
Vacunatorio Stamboulian - Melo,Vacunatorio,Capital Federal,Capital Federal,RECOLETA,José Andrés Pacheco de Melo 2941,1425,30-64178361-3,(011) 2206-6000,Si,No
Vacunatorio Stamboulian - Flores,Vacunatorio,Capital Federal,Capital Federal,FLORES,Av. Carabobo 443,1406,30-64178361-3,(011) 2206-6000,Si,No
Vacunatorio Stamboulian - Belgrano,Vacunatorio,Capital Federal,Capital Federal,BELGRANO,Av. del Libertador 5868,1428,30-64178361-3,(011) 2206-6000,Si,No
Elsener,Farmacia,Santa Fe,Rafaela,,H. Vieytes 169,2300,27-34935257-0,(0394) 215241700,No,No
Farmacia Odeon,Farmacia,Buenos Aires,Moreno,,Bartolome mitre 2899,1744,30-53137058-5,(0237) 4623355,No,No
Farmacia Guercio,Farmacia,Buenos Aires,San Antonio De Padua,,Int. Mendiluce 1608,1718,27-13522708-6,(0220) 4855212/9309,No,No
Farmacia Roma,Farmacia,Buenos Aires,Tandil,,Sarmiento 798,7000,30-71131732-1,(0249) 4543856,Si,Si
Farmacia Victoria,Farmacia,Entre Rios,Victoria,,25 de mayo 150,3153,27-17167145-6,(03436) 421447,No,No
Farmacia Burone,Farmacia,Entre Rios,Parana,,Alem 320,3100,20-08287873-5,(0343) 4313302,No,No
Segura,Farmacia,Santa Fe,Villa Gobernador Galvez,,Av. San Martín 1630,2124,27-18428896-1,(0341) 4985264,No,No
Farmacia Priano,Farmacia,Buenos Aires,Longchamps,,AVENIDA HIPOLITO YRlGOYEN 18103,1854,20-12274442-7,(011) 42331909,No,No
Farmacia Clavé,Farmacia,Santa Fe,Santa Fe,,General Paz 4369,3000,27-20938080-9,(0342) 4539694,No,No
Rodriguez,Farmacia,Buenos Aires,Ciudad Evita,,Av. Martin miguel de guemes 4089,1778,20-29730556-6,(011) 50100290,Si,Si
Arossa Suc 1,Farmacia,Cordoba,Villa Del Rosario,,Córdoba 724,5963,30-71635572-8,(03573) 425820,No,No
Ammach Charata ,Farmacia,Chaco,Charata,,Sarmiento 178,3730,30-67011524-7,(0364) 4421689,No,No
Farmacia Del Lourdes,Farmacia,Cordoba,Rio Primero,,Av. Pablo Robert 68,5127,27-26647358-9,(03574) 420729,No,No
Farmacia Gialleonardo,Farmacia,Santa Fe,Capitan Bermudez,,Cristóbal Colón 799,2154,27-16814491-7,(0341) 4913561,No,No
Farmacia Del Este,Farmacia,Entre Rios,Parana,,Av J Newbery 3049,3106,27-18000670-8,(0343) 5051233,No,No
Hp Farma O`higgins,Farmacia,Cordoba,Cordoba,,Av Bernardo O`higgins 5125,5014,30-54602252-4,(0351) 4689101,No,No
Farmacias Red Sucursal O´higgins,Farmacia,Cordoba,Cordoba,,Bernardo O'Higgins 5450,5016,30-71569993-8,(0351) 3731168,No,No
Del Centro,Farmacia,Santa Fe,Santa Fe,,Corrientes 888,2000,27-17068902-5,(0341) 4415588 / 4472822,No,No
Farmacia Salud Vital,Farmacia,La Pampa,General Pico,,Calle 24 Norte 343,6360,23-27167780-4,(02302) 331398,Si,No
Farmacia Gomez Hernandez,Farmacia,Santa Fe,Totoras,,Arenales 729,2144,20-11118723-2,(03476) 460737,No,No
Farmacia Novisky,Farmacia,Santa Fe,Rosario,,San Martin 3399,2000,20-29926362-3,(0341) 4614334,No,No
Farmacrece,Farmacia,Cordoba,Cordoba,,Juan B Justo 2359,5001,27-29473726-5,(0351) 4714489,Si,No
Farmacia Behring,Farmacia,Buenos Aires,Martinez,,Av. Santa fe 1399,1640,27-21509254-8,(04792) 1559/4798-9714,No,No
Farmacia Tucuman,Farmacia,Buenos Aires,Pilar,,Tucuman 431,1629,27-14670480-3,(02304) 431811/4374404,No,No
Sarmiento,Farmacia,Mendoza,San Rafael,,Av. Sarmiento 298,5600,27-16836656-1,(02604) 427997 / 2604 437387,No,No
Farmasimply Lucentini,Farmacia,Santa Fe,Rosario,,Avellaneda 98,2000,27-35294069-6,(0341) 156928407,Si,No
Ammach Saenz Peña,Farmacia,Chaco,Saenz Peña,,Pelegrini Nº 373,3700,30-67011524-7,(0364) 4424660,No,No
Ammach Las Breñas,Farmacia,Chaco,Las Breñas,,Sarmiento 602,3722,30-67011524-7,(03731) 461255,No,No
Farmacia Speranza,Farmacia,Buenos Aires,Pergamino,,Av. de Mayo 1160,2700,27-16415220-6,(02477) 424088 / 412091,No,No
Vac Centro Pediatrico Ballester,Vacunatorio,Buenos Aires,Villa Ballester,Villa Ballester,Alvear 2307,1653,20-17874771-2,(011) 48473885,Si,No
Farmacia Nueva Castelli,Farmacia,Buenos Aires,Rafael Calzada,,Coronel Arias 2031,1847,20-22717850-8,(011) 42192022,No,No
Yocco,Farmacia,Santa Fe,Capitan Gomez,,San Martín 901,2500,27-37074577-9,(03471) 424057,Si,Si
Sourdeaux,Farmacia,Buenos Aires,9 De Julio,,Rosario 4605,1612,30-71467225-4,(011) 47481868,Si,No
Vacunatorio Cabildo,Vacunatorio,Capital Federal,Capital Federal,BELGRANO,Av. Cabildo 1183 1ero B,1426,20-10705500-4,(011) 47820522/44929354,Si,No
Farmacia Cimino,Farmacia,Buenos Aires,Victoria,,Carlos Casares 3164,1644,27-17998143-8,(011) 47464536,No,No
Farmacia Central Tesei,Farmacia,Buenos Aires,Villa Tesei,,Av. Vergara 2363,1686,30-70845197-1,(011) 44508772 / 44596533,Si,No
Farmacia De Jub Y Asoc,Farmacia,Salta,Salta,,PUEYRREDON 450,4400,30-59435811-9,(0387) 4211176,No,No
Farmacia Del Valle Xv,Farmacia,Salta,Salta,,ZUVIRIA 1490,4400,30-70832453-8,(0387) 4392003,No,No
Farmacia Del Valle Xviii,Farmacia,Salta,Salta,,"RUTA N 51 KILOMETRO 0,4",4400,30-70832453-8,(0387) 4972446,Si,No
Farmacia Gonzalez,Farmacia,Santa Fe,Casilda,,OVIDIO LAGOS 1848,2170,27-20172864-4,(03464) 423159 ,No,No
Farmacia Bellafarma,Farmacia,Entre Rios,Crespo,,BUENOS AIRES 126,3116,20-21394942-0,(0343) 4954148 / 118,No,No
Farmacia Lascurain,Farmacia,Santa Fe,Funes,,SAN JOSE 1519,2132,27-23808901-3,(0341) 4933547,No,No
Farmacia Gieco,Farmacia,Entre Rios,Diamante,,DASSO 399,3105,20-20750209-0,(0343) 4981543,No,No
Farmacia Caponi,Farmacia,Buenos Aires,Jose C Paz,,AV CROACIA 1870,1665,27-20051031-9,(02320) 442811,No,No
Agustin Garzon,Farmacia,Cordoba,Cordoba,,AGUSTIN GARZON 1607,5006,20-16083643-2,(0351) 4556209,No,No
Farmacia Mariani,Farmacia,Santa Fe,Arequito,,BRIGADIER LOPEZ 1686,2183,27-34294033-7,(03464) 471968,No,No
Farmacia Davio,Farmacia,Buenos Aires,Los Cardales,,9 DE JULIO 226 Y MITRE,2814,20-20448311-7,(0230) 4492623,No,No
Farmacia Selecta,Farmacia,Entre Rios,Parana,,AV. ZANNI 1301,3100,20-13668917-8,(0343) 4364227,Si,No
Farmacia Marcelo Garcia,Farmacia,Santa Fe,Cañada De Gomez,,LAVALLE 1301 ,2500,20-17102385-9,(03471) 424978,No,No
Farmacia 27 De Abril,Farmacia,Cordoba,Cordoba,,27 de abril 668,5000,30-70832457-0,(0351) 4230218,No,No
Farmacia Avenida Del Sol,Farmacia,Cordoba,La Falda,,Av Edén 604,5172,30-70832457-0,(03548) 421732,No,No
Farmacia Rivadavia,Farmacia,Cordoba,Cruz Del Eje,,Eva Peron 1646,5280,30-70832457-0,(03549) 423387,No,No
Farmacia La Falda,Farmacia,Cordoba,La Falda,,Av Eden 101,5172,30-70832457-0,(03548) 422101,No,No
Farmacia Margiotta,Farmacia,Cordoba,La Falda,,Av España 103,5172,20-02978218-1,(03548) 423576,No,No
Farmacia 9 De Julio,Farmacia,Cordoba,La Falda,,9 de julio 418,5172,30-71181849-5,(03548) 425892,No,No
Farmacia Vieja Americana,Farmacia,Cordoba,La Falda,,Avenida Kennedy 166,5172,30-71181849-5,(03548) 422360,No,No
Farmacia Capilla Del Monte,Farmacia,Cordoba,Capilla Del Monte,,Diagonal Buenos Aires 118,5184,30-71181849-5,(03548) 481280,No,No
Farmacia 25 De Mayo,Farmacia,Cordoba,La Cumbre,,25 de mayo 222,5178,30-71181849-5,(03548) 451161,No,No
Farmacia La Cumbre,Farmacia,Cordoba,La Cumbre,,Belgrano 532,5178,30-71181849-5,(03548) 451245,No,No
Farmacia Eden,Farmacia,Cordoba,La Falda,,Av Edén 299,5172,20-13513342-7,(03548) 422526,No,No
Farmacia Del Super,Farmacia,Cordoba,Cosquin,,Av San Martin 1125,5166,20-13513342-7,(03541) 452777,No,No
Farmacia Sarmiento,Farmacia,Cordoba,La Falda,,Sarmiento 248,5172,20-13513342-7,(03548) 422957,No,No
Farmacia Proteu,Farmacia,Buenos Aires,La Plata,,CALLE 68 N 420,1900,30-70759206-7,(0221) 4274477,No,No
Punto De Salud Twenty,Farmacia,Buenos Aires,Carlos Spegazzini,,N.Kirchner N 9962,1812,30-71586099-2,(02274) 451811 / 451734,No,No
Farmacia Avenida,Farmacia,Buenos Aires,Tablada,,Alberdi 798,4560,27-22562152-2,(03873) 423696,Si,No
Farmacia Sarmiento ,Farmacia,San Juan,San Juan,,Catamarca 402,5400,30-52727845-3,(0264) 4221010,Si,No
Farmacia Nuevo Arco,Farmacia,Buenos Aires,Merlo,,Av. Patricios 7485,1722,33-71707465-9,(0220) 4932253,No,No
Mobilia,Farmacia,Buenos Aires,Batan,,Av. Pte Peron 10419,7601,27-21762165-3,(0233) 5705100,No,No
Vacunatorio Creced,Vacunatorio,Santa Fe,Rosario,,Suipacha 815,2002,30-71451221-4,(0341) 4392158,Si,No
Farmacia Yorbandi,Farmacia,Tucuman,Tucuman,,Corrientes 110,4000,27-17183837-7,(03854) 412799,No,No
Farmacia Porvenir,Farmacia,Buenos Aires,Merlo,,Av. San martin 2800,1721,30-71429940-5,(011) 27979890,No,No
Farmacia Ienni,Farmacia,Buenos Aires,Merlo,,Av. De Mayo 5200,1721,27-21869263-5,(011) 38210839,No,No
Farmacia De Rose ,Farmacia,Buenos Aires,La Plata,,Calle 131 nº 399,1908,27-16727498-1,(0221) 470-5716,No,No
Hp Farma Raul Ferreyra,Farmacia,Cordoba,Cordoba,,Av. Richieri 2200,5000,30-54602252-4,(0351) 4438305,No,No
Farmacia Longoni,Farmacia,Santa Fe,Rafaela,,Sarmiento 190,2300,27-32503061-0,(03492) 424136,No,No
Delbaldo,Farmacia,Buenos Aires,Rojas,,General Paz 164,2705,27-16475034-0,(02475) 462953,No,No
Walmart,Farmacia,Entre Rios,Parana,,Francisco Arias De Larramendi 1490,3100,30-67813830-0,(0343) 4203000,No,No
Farmacia San Martin,Farmacia,Buenos Aires,Lujan,,San Martin 246,6700,30-71566835-8,02323-420150 / 02323-421791 ,No,No
Farmacia Santa Rita,Farmacia,Mendoza,Rivadavia,,SAN ISIDRO 1705,5577,27-23946762-3,(0263) 4442789,No,No
Farmacia Fradusco,Farmacia,Buenos Aires,General Rodriguez,,Av. San martin 598,1748,30-71449327-9,0237-4851927 / 1136912694 ,Si,No
Farmacia De Priego,Farmacia,Buenos Aires,General Rodriguez,,Di Marco 1615,,30-71611008-3,0237-4841846 / 1140484108 ,No,No
Farmacia Del Boulevard,Farmacia,Buenos Aires,General Rodriguez,,Sarmiento 695,1748,30-71485552-9,0237-4840618 / 1167431491,No,No
Farmacia Cotognini,Farmacia,Santa Fe,Chabas,,Moreno 1865,2173,23-30022920-4,(34649) 480055,Si,No
Rodriguez Silvia Guadalupe,Farmacia,Santa Fe,Rosario,,San Luis 4570,2000,27-13953666-0,(0341) 4385799,Si,Si
Lucca,Farmacia,Cordoba,Salsipuedes,,Av. Belgrano 206,5133,27-25246295-9,(03543) 493900,Si,No
Farmacia La Estacion,Farmacia,Entre Rios,Gualeguaychu,,Belgrano 561,2820,20-20750209-0,(03444) 426338,No,No
Farmacia Syc,Farmacia,Buenos Aires,Rafael Calzada,,Av. San Martín 3241,1847,33-70880629-9,(011) 42911009,No,No
Fetter,Farmacia,Buenos Aires,Coronel Suarez,,Mitre 621,7540,27-32693851-9,(02926) 422778,Si,No
Farmacia Sindical Bancaria,Farmacia,Chaco,Resistencia,,Av. 9 De Julio 132,3500,30-65898392-6,0362 4579997,No,No
Farmacia De La Asociacion Mutual De Empleados Bancarios,Farmacia,Chaco,Resistencia,,Av. 25 De Mayo 256,3500,30-65898392-6,0362 4579997,No,No
Farmacia Sindical Bancaria,Farmacia,Chaco,Resistencia,,AV. ALVEAR 1498,3730,30-65898392-6,0362 4579997,No,No
Farmacia Sindical Bancaria Barranqueras,Farmacia,Chaco,Barranqueras,,Diagonal Eva Perón 80,3503,30-65898392-6,0362 4579997,No,No
Farmacia De La Asociacion Mutual De Empleados Bancarios,Farmacia,Chaco,Charata,,Av. San Martín 498,3730,30-65898392-6,0362 4579997,No,No
Farmacia Ameb,Farmacia,Chaco,Charata,,Gûemes 149,3730,30-65898392-6,0362 4579997,No,No
Farmacia Sindical Bancaria,Farmacia,Corrientes,Corrientes,,9 De Julio 1136,3400,30-65898392-6, 0362 4579997,No,No
Farmacia Sindical Bancaria De Formosa,Farmacia,Formosa,Formosa,,Belgrano 498,3600,30-65898392-6,0362 4579997,No,No
Farmacia Sindical Bancaria,Farmacia,Chaco,Resistencia,,Av. Las Heras 150,3500,30-65898392-6,0362 4579997,No,No
Farmacia De La Asociacion Mutual De Empleados Bancarios,Farmacia,Chaco,Saenz Peña,,San Martín 100,3502,30-65898392-6, ,No,No
Farmacia La Estacion Ii,Farmacia,Entre Rios,Gualeguay,,Monte Caseros 251,2840,27-22339565-7,(03444) 423144,Si,No
Farmacia Ospacarp,Farmacia,Buenos Aires,San Nicolas De Los Arroyos,,España 512,2900,30-57213224-9,(0336) 4453347,No,No
Farmacia Malvicini,Farmacia,Buenos Aires,Lujan,,B. Mitre 1195,6700,27-35722152-3,(02323) 428080,No,No
Farmacia Bedini,Farmacia,Buenos Aires,San Justo,,Venezuela 2602,1754,27-06715619-1,(011) 44821805,No,No
Farmacia Lopez,Farmacia,Buenos Aires,Garin,,Presidente Perón 905,1619,30-70937857-7,(0348) 4471264,Si,No
Colon,Farmacia,Buenos Aires,Rafael Calzada,,20 de septiembre 1746,1704,20-14877400-6,(011) 42190588,Si,Si
Farmacia Rosario,Farmacia,Santa Fe,Capitan Bermudez,,Av. San Lorenzo 673,2154,20-20388399-5,(0341) 4912600,No,No
Farmacia Ferrero,Farmacia,Buenos Aires,Mar Del Plata,,Fortunato de la Plaza 6304,7600,30-68558691-2,(0223) 4813484,Si,No
San Cayetano,Farmacia,Mendoza,San Martin,,Lima 468,5570,30-63355587-3,(0263) 4423435,Si,No
Farmacia Melucci,Farmacia,Buenos Aires,Mar Del Plata,,Libertad 4101,7600,20-20040019-5,(0223) 4720605,No,No
Farmacia Farmar,Farmacia,Buenos Aires,Villa Gesell,,Av. 3 1151,7165,30-71774794-8,(02255) 464603,Si,Si
Farmacia Cadelli,Farmacia,Buenos Aires,La Plata,,66 3280 E/160 Y161,7623,20-07829990-9,(0221) 4505461,No,No
Farmacia Martinez,Farmacia,Buenos Aires,Tres Arroyos,,Av. Rivadavia N 661,7500,27-21636918-7,(02983) 422775,No,No
Morales,Farmacia,Buenos Aires,La Plata,,Diagonal 73 N 3194,1902,30-71725400-3,(0221) 4792244,No,No
Farmacia Martin,Farmacia,Buenos Aires,Matheu,,Sarmiento 13,1627,27-11336784-4,(0348) 4460154,No,No
Buccella,Farmacia,Santa Fe,Arequito,,"Av. 9 De Julio 1533, Arequito, Santa Fe",2183,27-17066615-7,(0346) 4567422,No,No
Hp Farma Hiper Libertad,Farmacia,Cordoba,Cordoba,,Fray Luis Beltran Y M Cardeñosa Local 435 Hiper Libertad Rodriguez Del Busto,5008,30-54602252-4,(0351) 4779505,No,No
Celario,Farmacia,Santa Fe,Capitan Bermudez,,AVENIDA SAN LORENZO 901,2154,27-35956244-1,(0341) 4912221,Si,No
Colautti,Farmacia,Santa Fe,Capitan Bermudez,,REMEDIOS DE ESCALADA 19,2154,24-27081990-3,12313,Si,No
Moderna,Farmacia,Buenos Aires,Chivilcoy,,Carlos Pellegrini 249,6620,33-71247434-9,(02346) 422514,No,No
Gassmann,Farmacia,Santa Fe,Carcaraña,,AVENIDA MANUEL BELGRANO 1032,2138,23-06183472-9,12312,No,No
Maroni,Farmacia,Santa Fe,Casilda,,BUENOS AIRES 3335,2170,23-13695058-4,0,Si,No
Farmacia Nueva Boggian,Farmacia,Buenos Aires,Monte Grande,,Av. Enrique Santamarina 102,1842,33-71027548-9,(011) 42814727,No,No
Farmacia Kellertas,Farmacia,Buenos Aires,Glew,,Sarmiento 74,1856,30-70896637-8,(011) 23286835,No,No
Farmacia Brasesco,Farmacia,Buenos Aires,San Nicolas De Los Arroyos,,Av Savio 1270,2900,27-22194330-4,(0336) 4424768,No,No
Del Grecco,Farmacia,Santa Fe,Chabas,,BME MITRE 1583,2173,27-31169492-3,23123,Si,No
Giuliani,Farmacia,Santa Fe,Firmat,,AVENIDA B RIVADAVIA 1289,2630,27-17831770-4,213,Si,No
Braschi,Farmacia,Buenos Aires,Bahia Blanca,,Corrientes 293,8000,27-29370386-3,(0291) 4527618,Si,No
Ponce,Farmacia,Santa Fe,Fray Luis Beltran,,AVENIDA SAN MARTIN 2035,2156,20-16646125-2,123,No,No
Farmacia Pasteur,Farmacia,Buenos Aires,Zarate,,25 de Mayo 440 ,2800,27-25974212-4,(03487) 422914,No,No
Karkovich,Farmacia,Santa Fe,Maggiolo,,Badia 478,2622,20-17568382-9,(03462) 492012,No,No
Grasso,Farmacia,Santa Fe,Montes De Oca,,GRASSO,2521,20-17559780-9,03471 49-5219,No,No
Filippini,Farmacia,Santa Fe,Pueblo Esther,,J.D.Perón 1848,2129,27-22932699-1,231,Si,Si
Bosio,Farmacia,Santa Fe,Puerto General San Martin,,San Martin 622,2202,20-17675484-3,(3476) 428389,No,No
Hp Farma 24 De Septiembre,Farmacia,Cordoba,Cordoba,,Av 24 De Septiembre 1006,5000,30-54602252-4,(0351) 4261108,No,No
Farmacia Abrate,Farmacia,Santa Fe,Rafaela,,Av. Luis Fanti 102,2300,23-27891103-9,(03492) 422819,No,No
Cecchi,Farmacia,Santa Fe,Rafaela,,Bv. Lehmann 747,2300,27-18396717-2,(03492) 505211,No,No
Operto,Farmacia,Santa Fe,Rafaela,,Bv. Hipolito Irigoyen 229,2300,27-36887786-2,(03492) 422370,No,No
Hp Farma Cerro De Las Rosas,Farmacia,Cordoba,Cordoba,,Hugo Wast 1803 esqu Luis de Tejeda,5000,30-54602252-4,(0351) 4338183,No,No
Winkler,Farmacia,Santa Fe,Ricardone,,Bv Cafferata 561,2201,27-28012708-1,(03476) 492313,No,No
Giacumelli,Farmacia,Santa Fe,Roldan,,Rioja 1101,2134,27-22415358-4,0341 496-0848,No,No
Hp Farma Colon,Farmacia,Cordoba,Cordoba,,Av Santa Rosa 794,5000,30-54602252-4,(0351) 4255656,No,No
Trionfetti,Farmacia,Santa Fe,Roldan,,Alberdi 402,2134,20-20217997-6,0341 496-1700,No,No
Farmacia Inglesa,Farmacia,Buenos Aires,Lomas De Zamora,,LAPRIDA 317,1832,27-93303142-5,(011) 42441627 / 42430131,Si,No
Hp Farma Villa Allende,Farmacia,Cordoba,Villa Allende,,"Río de Janeiro 1725, SHOPPING",5105,30-54602252-4,(03543) 439570,No,No
Alemana,Farmacia,Santa Fe,Rosario,,Riobamba 1814,2000,27-30517186-2,(0341) 7502759,No,No
Vacunatorio Provac,Vacunatorio,Cordoba,Villa Belgrano,,Juan Nepper 6079,5194,27-28425539-4,(0351) 3804004,Si,No
Amat,Farmacia,Santa Fe,Rosario,,Dean Funes 5785,2010,23-17079435-4,0341-4313415/0341-5554342,No,No
Farmacia Farmarket,Farmacia,Tucuman,San Miguel De Tucuman,,Mendoza 386,4000,27-34764989-4,(0381) 4222879,No,No
Bonel,Farmacia,Santa Fe,Rosario,,Arijon 1288,2011,27-17093824-6,21211,No,No
Farmacia Central ,Farmacia,Buenos Aires,San Martin,,San Lorenzo 2102,1650,30-70931066-2,(011) 47550650,No,No
Hp Farma Ruta 20,Farmacia,Cordoba,Cordoba,,Av Fuerza Aerea 2944 Esq Felipe Boero,5000,30-54602252-4,(0351) 4651515,No,No
Pascual,Farmacia,Santa Fe,Rosario,,AVENIDA MANUEL ARIJON (D) 2727 ,2011,27-13588063-4,0341 280-0018,No,No
Farmacia Cruz Verde Jujuy,Farmacia,Cordoba,San Francisco,,Jujuy 119,2400,27-10920278-4,(03564) 425039,No,No
Milanese,Farmacia,Santa Fe,Salto Grande,,Porteña 130,2142,27-10519696-8,(0347) 6494518,No,No
Calcaterra,Farmacia,Santa Fe,San Carlos Centro,,AVENIDA GRAL SAN MARTIN 1217,3013,27-17496295-8,3404 - 420076,Si,No
Alessandrini,Farmacia,Santa Fe,Rafaela,,Gral. Lopez 932,2300,23-16387626-4,03476 42-7935,No,No
Hp Farma Parque,Farmacia,Cordoba,Valle De Calamuchita,,Av. Naciones Unidas 346,5016,30-54602252-4,(0351) 4688200 Int 281,No,No
Farmacia Dorrego,Farmacia,Santa Fe,San Lorenzo,,Dorrego 2119,2200,27-23612302-8,2121,No,No
Farmacia Lorenzetti,Farmacia,Santa Fe,Rosario,,Necochea 1795,2000,20-04707038-5,(0341) 4813091,No,No
Ardissone,Farmacia,Santa Fe,San Lorenzo,,José Ingenieros 1104,2299,27-34778036-2,(0336) 4648675,No,No
Sutkowski,Farmacia,Santa Fe,San Lorenzo,,HipóLito Irigoyen 2698 ,2200,27-17234706-7,(03476) 422666,No,No
Terzaghi,Farmacia,Santa Fe,San Lorenzo,,San Martín 3071,2200,27-23961859-1,03476-422751,Si,No
Mondino,Farmacia,Santa Fe,San Vicente,,BELGRANO 540,3040,27-16203810-4,322,No,No
Abregu,Farmacia,Santa Fe,Santa Fe,,AVENIDA GOB R FREYRE 3029,3000,20-16117363-1,0342 453-1300,No,No
Farmacia Rubbi,Farmacia,Buenos Aires,Tandil,,CHACABUCO 302,7000,20-20673413-3,(02494) 544163,No,No
Hp Farma Patio Olmos ,Farmacia,Cordoba,Cordoba,,Av Velez Sarsfield 361 Local 319 Patio Olmos Shopping,5000,30-54602252-4,(0351) 4261070,No,No
Bolognesi,Farmacia,Santa Fe,Santa Fe,,Av. Facundo Zuviria 5079,3002,20-29618780-2,(0342) 4887805,No,No
Farmacia Bisonni,Farmacia,Cordoba,Inriville,,Justo José de Urquiza 344,2587,27-20077581-9,(03467) 410360,No,No
Coll,Farmacia,Santa Fe,Santa Fe,,AVENIDA PROF ARISTOBULO DEL VALLE 6029,3004,27-20822010-7,3323,No,No
Juan B. Justo,Farmacia,Mendoza,Mendoza,,"Avenida Juan B. Justo 403, M5500dqj M5500dql, Mendoza",5500,33-71725528-9,0261 4253070,No,No
Morales,Farmacia,Santa Fe,Santa Fe,,AVENIDA PROF ARISTOBULO DEL VALLE 5827,3004,20-20659030-1,0342-4696396,Si,No
Maitre Meier,Farmacia,Santa Fe,Santo Domingo,,AVENIDA LIBERTADOR 366,3025,20-27793708-6,121,No,No
Airasca,Farmacia,Santa Fe,Sunchales,,Av. Irigoyen 1180,2322,27-17328293-7,03493-423556,No,No
Berti-Rostan,Farmacia,Santa Fe,Venado Tuerto,,Mitre 1098,2600,30-71521526-4,03462-435053,No,No
Poliotto,Farmacia,Santa Fe,Venado Tuerto,,Mitre 201,2600,27-17310014-6,3232 03462 42-2579,Si,No
Farmacia Slesarchik,Farmacia,Santa Fe,Venado Tuerto,,Pueyrredón 561 - Local,2600,27-18055052-1,(03462) 430047,No,No
Sanchez,Farmacia,Buenos Aires,Quilmes,,AVENIDA VICENTE LOPEZ 1400 ,1878,27-14103066-9,(011) 42533073,Si,Si
Farmacia Ramirez,Farmacia,Entre Rios,General Ramirez,,Presidente Arturo Illia 69,3164,30-57068602-6,4242-0485,No,No
Farmacia Pacin,Farmacia,Buenos Aires,San Nicolas De Los Arroyos,,CALLE DE LA NACION 314,2900,27-21434687-2,0336 4422330,No,No
Farmacia Gangoni,Farmacia,Buenos Aires,Gonnet,,Boulevard 502 #1498 esquina 10,1897,27-05787177-1,221-6282841,No,No
Farmacia Gomez,Farmacia,Santa Fe,Rosario,,"AVENIDA ALBERDI 243, entre junin y velez sarfield",2013,27-11125569-0,3416933948,No,No
Sucesion Luis Arturo Rini,Farmacia,Mendoza,Rivadavia,,"SAN ISIDRO 992 ,  entre calles BELISARIO GIL Y BELGRANO",5577,20-03324767-3,2634594578,No,No
Farmacia Profilaxis,Farmacia,Salta,Salta,,SARMIENTO 371,4400,30-70837032-7,3876138570,No,No
Farmacia Santa Lucia,Farmacia,Entre Rios,Rosario Del Tala,,Panizza 7,3174,20-21684143-4,3445423237,No,No
Farmacia Alberdi,Farmacia,Santa Fe,Rosario,,AVENIDA ALBERDI 669,2013,27-17194562-9,3416847879,No,No
Farmacia Vazquez,Farmacia,Santa Fe,Funes,,ELORZA 1551,2132,27-10309483-1,3415983383,No,No
Santiago,Farmacia,Tucuman,San Miguel De Tucuman,,Santiago Del Estero 368,4000,30-70908336-4,(0381) 4219494,No,No
Famacia Abib,Farmacia,Buenos Aires,Lobos,,jose piñeiro entre  las heras e alberina,7240,27-17766797-3,2227-443505,No,No
Pasteur,Farmacia,Buenos Aires,Coronel Dorrego,,Yrigoyen 665 entre calles san martin y santagada,8150,30-71606176-7,02921-452625,No,No
Farmacia Del Pueblo,Farmacia,Buenos Aires,Mercedes,,CALLE 25 N450 ESQUINA 20,6600,20-14524500-2,2324420007,No,No
Farmacia Oro Verde,Farmacia,Entre Rios,Oro Verde,,Intendente del Castillo 437 ,3100,23-25236751-9,3434975342,No,No
Badia,Farmacia,Buenos Aires,Chacabuco,,ALTE. BROWN 56 esq. PADRE DOGLIA,6740,27-05799799-6,02352-428491,No,No
Blanco,Farmacia,Cordoba,Cordoba,,DOMINGO SARMIENTO 47,5000,20-07972539-1,0351 4213238,No,No
Farmacia Apothekaria,Farmacia,Rio Negro,Chipoleti,,KENNEDY 245,8324,27-29979282-5,(0299) 4118601,No,No
Farmacia Bufor,Farmacia,Buenos Aires,Tandil,,Avenida Buzón 1057,7000,27-12401389-0,(0249) 4421289,No,No
Brunetto,Farmacia,Cordoba,Luque,,Av. Maipú 975,5967,27-24520589-4,(03573) 434871,Si,Si
Nicolino Patire,Farmacia,Cordoba,Alcira Gigena,,BV. ROCA 606,5813,27-22523937-7,3584961002,No,No
Farmacia Guidi,Farmacia,Santa Fe,Arroyo Seco,,9 DE JULIO 230 ENTRE BELGRANO Y SAN MARTIN,2128,27-33120236-9,03402 15480122,No,No
Farmacia Xancó,Farmacia,Cordoba,Cordoba,,Av. Sabattini 1814,5000,27-10904311-2,(0351) 4553562,Si,No
Farmacia Dordal,Farmacia,Buenos Aires,El Palomar,,Bv San Martin 3068 entre los aromos y de los ceibos,1684,30-71494485-8,4751-7799,No,No
